user_sequence,challenge
18168_13,CI26902
18169_11,CI24958
18169_12,CI23702
18169_13,CI24876
18171_11,CI24527
18171_12,CI23663
18171_13,CI23855
18176_11,CI26932
18176_12,CI26925
18176_13,CI26934
18182_11,CI24958
18182_12,CI23714
18182_13,CI25135
18189_11,CI25075
18189_12,CI24184
18189_13,CI24876
18196_11,CI23663
18196_12,CI23714
18196_13,CI23933
18198_11,CI24876
18198_12,CI24868
18198_13,CI25057
18205_11,CI24958
18205_12,CI23663
18205_13,CI25135
18206_11,CI25126
18206_12,CI23855
18206_13,CI23933
18208_11,CI26912
18208_12,CI26909
18208_13,CI26911
18212_11,CI27667
18212_12,CI27671
18212_13,CI27678
18214_11,CI27038
18214_12,CI27037
18214_13,CI27039
18217_11,CI25285
18217_12,CI25276
18217_13,CI25281
18218_11,CI25074
18218_12,CI25075
18218_13,CI24184
18222_11,CI25135
18222_12,CI25180
18222_13,CI25139
18224_11,CI28586
18224_12,CI28585
18224_13,CI28584
18229_11,CI24953
18229_12,CI24876
18229_13,CI24875
18231_11,CI24532
18231_12,CI25075
18231_13,CI23691
18232_11,CI24958
18232_12,CI25075
18232_13,CI24866
18233_11,CI25124
18233_12,CI25141
18233_13,CI25143
18240_11,CI28586
18240_12,CI28574
18240_13,CI28569
18241_11,CI25126
18241_12,CI25124
18241_13,CI25143
18244_11,CI24876
18244_12,CI24872
18244_13,CI25126
18245_11,CI26307
18245_12,CI25438
18245_13,CI23903
18246_11,CI26903
18246_12,CI26215
18246_13,CI26214
18248_11,CI27669
18248_12,CI27670
18248_13,CI27667
18251_11,CI26216
18251_12,CI26904
18251_13,CI26215
18255_11,CI24530
18255_12,CI23848
18255_13,CI23855
18257_11,CI24981
18257_12,CI23855
18257_13,CI24187
18265_11,CI27669
18265_12,CI27671
18265_13,CI27678
18269_11,CI24532
18269_12,CI25075
18269_13,CI23691
18274_11,CI24958
18274_12,CI24534
18274_13,CI25075
18279_11,CI28586
18279_12,CI28585
18279_13,CI28583
18281_11,CI23769
18281_12,CI24958
18281_13,CI23691
18293_11,CI27799
18293_12,CI27807
18293_13,CI27806
18295_11,CI23769
18295_12,CI23714
18295_13,CI24958
18299_11,CI23855
18299_12,CI23663
18299_13,CI23848
18304_11,CI27050
18304_12,CI27041
18304_13,CI27048
18305_11,CI23714
18305_12,CI23663
18305_13,CI23855
18310_11,CI27807
18310_12,CI27806
18310_13,CI27809
18314_11,CI24534
18314_12,CI24876
18314_13,CI24527
18315_11,CI26907
18315_12,CI26912
18315_13,CI26915
18318_11,CI23663
18318_12,CI24917
18318_13,CI23714
18320_11,CI24532
18320_12,CI24876
18320_13,CI23691
18322_11,CI23691
18322_12,CI24534
18322_13,CI24228
18323_11,CI25108
18323_12,CI25110
18323_13,CI25132
18324_11,CI23663
18324_12,CI23691
18324_13,CI25295
18329_11,CI27007
18329_12,CI27005
18329_13,CI27006
18331_11,CI27798
18331_12,CI27790
18331_13,CI27799
18332_11,CI27008
18332_12,CI27005
18332_13,CI27004
18333_11,CI24876
18333_12,CI25291
18333_13,CI24690
18335_11,CI26927
18335_12,CI26925
18335_13,CI26923
18337_11,CI27799
18337_12,CI27790
18337_13,CI27801
18338_11,CI24876
18338_12,CI23691
18338_13,CI24530
18346_11,CI25124
18346_12,CI23714
18346_13,CI25136
18352_11,CI25126
18352_12,CI23769
18352_13,CI24958
18353_11,CI25107
18353_12,CI25108
18353_13,CI25110
18354_11,CI26873
18354_12,CI26870
18354_13,CI26869
18356_11,CI23769
18356_12,CI25295
18356_13,CI23691
18362_11,CI26681
18362_12,CI26680
18362_13,CI24530
18363_11,CI27673
18363_12,CI27665
18363_13,CI27676
18370_11,CI24530
18370_12,CI23714
18370_13,CI24527
18371_11,CI27798
18371_12,CI27799
18371_13,CI27790
18372_11,CI27801
18372_12,CI27807
18372_13,CI27806
18373_11,CI27678
18373_12,CI27675
18373_13,CI27681
18374_11,CI23663
18374_12,CI23714
18374_13,CI25135
18378_11,CI25075
18378_12,CI24868
18378_13,CI24958
18379_11,CI26209
18379_12,CI26214
18379_13,CI26174
18382_11,CI25135
18382_12,CI24958
18382_13,CI25126
18383_11,CI25124
18383_12,CI24958
18383_13,CI23663
18386_11,CI26870
18386_12,CI26866
18386_13,CI26872
18389_11,CI24876
18389_12,CI23769
18389_13,CI25057
18392_11,CI23714
18392_12,CI23933
18392_13,CI25135
18399_11,CI26931
18399_12,CI26929
18399_13,CI26918
18400_11,CI27811
18400_12,CI27810
18400_13,CI27809
18401_11,CI26930
18401_12,CI26931
18401_13,CI26929
18404_11,CI24187
18404_12,CI23663
18404_13,CI23933
18407_11,CI23933
18407_12,CI23714
18407_13,CI23691
18408_11,CI26926
18408_12,CI26931
18408_13,CI26929
18409_11,CI26996
18409_12,CI26993
18409_13,CI26189
18412_11,CI26918
18412_12,CI26921
18412_13,CI26926
18414_11,CI23714
18414_12,CI24958
18414_13,CI23855
18417_11,CI26217
18417_12,CI26218
18417_13,CI26216
18423_11,CI26922
18423_12,CI26926
18423_13,CI26915
18424_11,CI23663
18424_12,CI23848
18424_13,CI23691
18426_11,CI25075
18426_12,CI24532
18426_13,CI24228
18427_11,CI23829
18427_12,CI23762
18427_13,CI23924
18428_11,CI24876
18428_12,CI24187
18428_13,CI23546
18430_11,CI26905
18430_12,CI26218
18430_13,CI26217
18433_11,CI27044
18433_12,CI27041
18433_13,CI27047
18438_11,CI27040
18438_12,CI27045
18438_13,CI27042
18443_11,CI26203
18443_12,CI26202
18443_13,CI26205
18444_11,CI28585
18444_12,CI28586
18444_13,CI28582
18447_11,CI24958
18447_12,CI25135
18447_13,CI23714
18451_11,CI26930
18451_12,CI26924
18451_13,CI26921
18453_11,CI26928
18453_12,CI26921
18453_13,CI26924
18455_11,CI26926
18455_12,CI26918
18455_13,CI26931
18456_11,CI26930
18456_12,CI26922
18456_13,CI26932
18457_11,CI26214
18457_12,CI26216
18457_13,CI26219
18458_11,CI25075
18458_12,CI24876
18458_13,CI25141
18461_11,CI26214
18461_12,CI26212
18461_13,CI26209
18462_11,CI23663
18462_12,CI23933
18462_13,CI24958
18464_11,CI26922
18464_12,CI26930
18464_13,CI26927
18467_11,CI24530
18467_12,CI23769
18467_13,CI23648
18468_11,CI23769
18468_12,CI23691
18468_13,CI24876
18471_11,CI24953
18471_12,CI25126
18471_13,CI24955
18472_11,CI24992
18472_12,CI24972
18472_13,CI23855
18476_11,CI27034
18476_12,CI27043
18476_13,CI27040
18481_11,CI23829
18481_12,CI23762
18481_13,CI23703
18482_11,CI23714
18482_12,CI23855
18482_13,CI24968
18484_11,CI26219
18484_12,CI26216
18484_13,CI26220
18487_11,CI26206
18487_12,CI26196
18487_13,CI26207
18489_11,CI23855
18489_12,CI23848
18489_13,CI24917
18493_11,CI23714
18493_12,CI25126
18493_13,CI24958
18495_11,CI25135
18495_12,CI23714
18495_13,CI23855
18496_11,CI24532
18496_12,CI24531
18496_13,CI25057
18500_11,CI27681
18500_12,CI27677
18500_13,CI27674
18505_11,CI24187
18505_12,CI25075
18505_13,CI23691
18510_11,CI25075
18510_12,CI24527
18510_13,CI24530
18511_11,CI28586
18511_12,CI28572
18511_13,CI28585
18513_11,CI27669
18513_12,CI27667
18513_13,CI27681
18517_11,CI28586
18517_12,CI28581
18517_13,CI28574
18518_11,CI27040
18518_12,CI27045
18518_13,CI27042
18520_11,CI24534
18520_12,CI23855
18520_13,CI24876
18525_11,CI24937
18525_12,CI24928
18525_13,CI24929
18527_11,CI24958
18527_12,CI24868
18527_13,CI23691
18534_11,CI24936
18534_12,CI24932
18534_13,CI24928
18540_11,CI27802
18540_12,CI27801
18540_13,CI27803
18541_11,CI26872
18541_12,CI26869
18541_13,CI26874
18549_11,CI26926
18549_12,CI26931
18549_13,CI26929
18551_11,CI27000
18551_12,CI26998
18551_13,CI27002
18553_11,CI23663
18553_12,CI23855
18553_13,CI24530
18558_11,CI23839
18558_12,CI24953
18558_13,CI24257
18559_11,CI24958
18559_12,CI23663
18559_13,CI23848
18561_11,CI25124
18561_12,CI25135
18561_13,CI25126
18562_11,CI26211
18562_12,CI26174
18562_13,CI26173
18563_11,CI24876
18563_12,CI23688
18563_13,CI25135
18566_11,CI26902
18566_12,CI26217
18566_13,CI26910
18570_11,CI25053
18570_12,CI24936
18570_13,CI24937
18571_11,CI26219
18571_12,CI26220
18571_13,CI26211
18572_11,CI27926
18572_12,CI28042
18572_13,CI27928
18577_11,CI23769
18577_12,CI24868
18577_13,CI23663
18578_11,CI26927
18578_12,CI26918
18578_13,CI26916
18579_11,CI24875
18579_12,CI24876
18579_13,CI25141
18580_11,CI24187
18580_12,CI25057
18580_13,CI24184
18583_11,CI27931
18583_12,CI27927
18583_13,CI28045
18585_11,CI23825
18585_12,CI23766
18585_13,CI23761
18590_11,CI25177
18590_12,CI25125
18590_13,CI25126
18591_11,CI25135
18591_12,CI25177
18591_13,CI25141
18596_11,CI25124
18596_12,CI25126
18596_13,CI23848
18604_11,CI25863
18604_12,CI25500
18604_13,CI24499
18605_11,CI23714
18605_12,CI23855
18605_13,CI25135
18609_11,CI25479
18609_12,CI25553
18609_13,CI25557
18610_11,CI24421
18610_12,CI24440
18610_13,CI25140
18611_11,CI24868
18611_12,CI25075
18611_13,CI24875
18617_11,CI28191
18617_12,CI28184
18617_13,CI28185
18619_11,CI26051
18619_12,CI24867
18619_13,CI25126
18622_11,CI24534
18622_12,CI24527
18622_13,CI24530
18625_11,CI25075
18625_12,CI24876
18625_13,CI24534
18626_11,CI24876
18626_12,CI25135
18626_13,CI24968
18629_11,CI23714
18629_12,CI25135
18629_13,CI28570
18630_11,CI27043
18630_12,CI27044
18630_13,CI27040
18632_11,CI27976
18632_12,CI27975
18632_13,CI27970
18635_11,CI27042
18635_12,CI27047
18635_13,CI27037
18636_11,CI24954
18636_12,CI25126
18636_13,CI24953
18637_11,CI24037
18637_12,CI23872
18637_13,CI24035
18639_11,CI24532
18639_12,CI24531
18639_13,CI24958
18640_11,CI24418
18640_12,CI25074
18640_13,CI24440
18641_11,CI24868
18641_12,CI25141
18641_13,CI23648
18643_11,CI25135
18643_12,CI24958
18643_13,CI23855
18644_11,CI23663
18644_12,CI25124
18644_13,CI23714
18647_11,CI24534
18647_12,CI23648
18647_13,CI24187
18652_11,CI23965
18652_12,CI23966
18652_13,CI23967
18654_11,CI28665
18654_12,CI27193
18654_13,CI25939
18656_11,CI25075
18656_12,CI24532
18656_13,CI23546
18658_11,CI27039
18658_12,CI27043
18658_13,CI27044
18660_11,CI23691
18660_12,CI24958
18660_13,CI23855
18663_11,CI24421
18663_12,CI25074
18663_13,CI25106
18666_11,CI23968
18666_12,CI23786
18666_13,CI24108
18669_11,CI24534
18669_12,CI25075
18669_13,CI24958
18673_11,CI25110
18673_12,CI25108
18673_13,CI25075
18675_11,CI24876
18675_12,CI24968
18675_13,CI24081
18676_11,CI24534
18676_12,CI24532
18676_13,CI25057
18680_11,CI24876
18680_12,CI24690
18680_13,CI23769
18681_11,CI25075
18681_12,CI25135
18681_13,CI24530
18683_11,CI24534
18683_12,CI24530
18683_13,CI23663
18686_11,CI25135
18686_12,CI23933
18686_13,CI23714
18688_11,CI24532
18688_12,CI24958
18688_13,CI24187
18694_11,CI23663
18694_12,CI24958
18694_13,CI23714
18697_11,CI23714
18697_12,CI24958
18697_13,CI23691
18700_11,CI24875
18700_12,CI24868
18700_13,CI23691
18701_11,CI26216
18701_12,CI26910
18701_13,CI26215
18705_11,CI27040
18705_12,CI27047
18705_13,CI27041
18706_11,CI27807
18706_12,CI27809
18706_13,CI27811
18708_11,CI27044
18708_12,CI27045
18708_13,CI27042
18712_11,CI24968
18712_12,CI24953
18712_13,CI23663
18713_11,CI26218
18713_12,CI26902
18713_13,CI26216
18714_11,CI26909
18714_12,CI26913
18714_13,CI26908
18716_11,CI27001
18716_12,CI27004
18716_13,CI27003
18720_11,CI25177
18720_12,CI24958
18720_13,CI25139
18721_11,CI26174
18721_12,CI26171
18721_13,CI26211
18731_11,CI26832
18731_12,CI26828
18731_13,CI26830
18732_11,CI25124
18732_12,CI23855
18732_13,CI25126
18734_11,CI24958
18734_12,CI24139
18734_13,CI25141
18735_11,CI24534
18735_12,CI24958
18735_13,CI24532
18737_11,CI27673
18737_12,CI27676
18737_13,CI27678
18739_11,CI25075
18739_12,CI23691
18739_13,CI24958
18744_11,CI23769
18744_12,CI23714
18744_13,CI23663
18745_11,CI27806
18745_12,CI27802
18745_13,CI27803
18749_11,CI24448
18749_12,CI24438
18749_13,CI24420
18751_11,CI27807
18751_12,CI27809
18751_13,CI27810
18752_11,CI27811
18752_12,CI27810
18752_13,CI27808
18754_11,CI25075
18754_12,CI24958
18754_13,CI24868
18757_11,CI27048
18757_12,CI27042
18757_13,CI27041
18758_11,CI27043
18758_12,CI27042
18758_13,CI27041
18759_11,CI27045
18759_12,CI27043
18759_13,CI27038
18761_11,CI24030
18761_12,CI24876
18761_13,CI24866
18762_11,CI27037
18762_12,CI27039
18762_13,CI27043
18764_11,CI26213
18764_12,CI26208
18764_13,CI26212
18768_11,CI25075
18768_12,CI25135
18768_13,CI23691
18769_11,CI27049
18769_12,CI27048
18769_13,CI27041
18775_11,CI27045
18775_12,CI27041
18775_13,CI27047
18778_11,CI25075
18778_12,CI24184
18778_13,CI24527
18796_11,CI28186
18796_12,CI28183
18796_13,CI28194
18799_11,CI27673
18799_12,CI27678
18799_13,CI27675
18800_11,CI27789
18800_12,CI27792
18800_13,CI27794
18801_11,CI25075
18801_12,CI24532
18801_13,CI23546
18808_11,CI25135
18808_12,CI25141
18808_13,CI25175
18811_11,CI23691
18811_12,CI24534
18811_13,CI23933
18819_11,CI24534
18819_12,CI24532
18819_13,CI24958
18824_11,CI25075
18824_12,CI24534
18824_13,CI24440
18825_11,CI27038
18825_12,CI27037
18825_13,CI27039
18826_11,CI25497
18826_12,CI25493
18826_13,CI26621
18827_11,CI25075
18827_12,CI24530
18827_13,CI23769
18829_11,CI26930
18829_12,CI26927
18829_13,CI26916
18830_11,CI26931
18830_12,CI26922
18830_13,CI26921
18833_11,CI24532
18833_12,CI23769
18833_13,CI24184
18841_11,CI24958
18841_12,CI24187
18841_13,CI25135
18843_11,CI23769
18843_12,CI23663
18843_13,CI24958
18845_11,CI27463
18845_12,CI27437
18845_13,CI24701
18846_11,CI23546
18846_12,CI24184
18846_13,CI24531
18848_11,CI24532
18848_12,CI23546
18848_13,CI25057
18851_11,CI24440
18851_12,CI24418
18851_13,CI24532
18852_11,CI23966
18852_12,CI23776
18852_13,CI23964
18853_11,CI26905
18853_12,CI26220
18853_13,CI26909
18854_11,CI27671
18854_12,CI27678
18854_13,CI27673
18860_11,CI26220
18860_12,CI26219
18860_13,CI26910
18863_11,CI25135
18863_12,CI25126
18863_13,CI23663
18864_11,CI26902
18864_12,CI26213
18864_13,CI26903
18865_11,CI26219
18865_12,CI26217
18865_13,CI26216
18866_11,CI26902
18866_12,CI26213
18866_13,CI26903
18867_11,CI26930
18867_12,CI26922
18867_13,CI26932
18870_11,CI26905
18870_12,CI26909
18870_13,CI26912
18871_11,CI27037
18871_12,CI27039
18871_13,CI27043
18873_11,CI25075
18873_12,CI24532
18873_13,CI24534
18875_11,CI27039
18875_12,CI27037
18875_13,CI27044
18876_11,CI24534
18876_12,CI25057
18876_13,CI24527
18880_11,CI24954
18880_12,CI23770
18880_13,CI23855
18881_11,CI26905
18881_12,CI26907
18881_13,CI26912
18882_11,CI24936
18882_12,CI24937
18882_13,CI24932
18885_11,CI26443
18885_12,CI26821
18885_13,CI23855
18886_11,CI23769
18886_12,CI23663
18886_13,CI23714
18896_11,CI25075
18896_12,CI24532
18896_13,CI24876
18898_11,CI25135
18898_12,CI23714
18898_13,CI23691
18899_11,CI26204
18899_12,CI26205
18899_13,CI26198
18903_11,CI24968
18903_12,CI24956
18903_13,CI24228
18904_11,CI28585
18904_12,CI28578
18904_13,CI28584
18905_11,CI28582
18905_12,CI28579
18905_13,CI28578
18908_11,CI25136
18908_12,CI25140
18908_13,CI25141
18909_11,CI26909
18909_12,CI26912
18909_13,CI26913
18913_11,CI25135
18913_12,CI23663
18913_13,CI23933
18914_11,CI28581
18914_12,CI28582
18914_13,CI28578
18917_11,CI26194
18917_12,CI26193
18917_13,CI26203
18918_11,CI24534
18918_12,CI24187
18918_13,CI23855
18920_11,CI26194
18920_12,CI26193
18920_13,CI26203
18921_11,CI24875
18921_12,CI23769
18921_13,CI25149
18935_11,CI25075
18935_12,CI23546
18935_13,CI24531
18937_11,CI26203
18937_12,CI26205
18937_13,CI26201
18946_11,CI24532
18946_12,CI25413
18946_13,CI23662
18953_11,CI27809
18953_12,CI27799
18953_13,CI27800
18955_11,CI24532
18955_12,CI25075
18955_13,CI23663
18965_11,CI26954
18965_12,CI26958
18965_13,CI26959
18966_11,CI26870
18966_12,CI26862
18966_13,CI26865
18967_11,CI26958
18967_12,CI26954
18967_13,CI26956
18969_11,CI26957
18969_12,CI26956
18969_13,CI26954
18971_11,CI24187
18971_12,CI25075
18971_13,CI24530
18976_11,CI23663
18976_12,CI23769
18976_13,CI25135
18977_11,CI25178
18977_12,CI25124
18977_13,CI24788
18978_11,CI24958
18978_12,CI23933
18978_13,CI24917
18983_11,CI23663
18983_12,CI24958
18983_13,CI23855
18986_11,CI23769
18986_12,CI24868
18986_13,CI23691
18987_11,CI26904
18987_12,CI26907
18987_13,CI26218
18988_11,CI25075
18988_12,CI24527
18988_13,CI23546
18989_11,CI26470
18989_12,CI26472
18989_13,CI26616
18990_11,CI26193
18990_12,CI26194
18990_13,CI26203
18991_11,CI23714
18991_12,CI24099
18991_13,CI25055
18994_11,CI24418
18994_12,CI24421
18994_13,CI23546
18996_11,CI24530
18996_12,CI24527
18996_13,CI24534
19003_11,CI24876
19003_12,CI25149
19003_13,CI25057
19006_11,CI26921
19006_12,CI26926
19006_13,CI26930
19009_11,CI25135
19009_12,CI25175
19009_13,CI25124
19010_11,CI23848
19010_12,CI23933
19010_13,CI25126
19013_11,CI23770
19013_12,CI24081
19013_13,CI25295
19019_11,CI26203
19019_12,CI26202
19019_13,CI26194
19023_11,CI24534
19023_12,CI25106
19023_13,CI24958
19027_11,CI25135
19027_12,CI23663
19027_13,CI24958
19029_11,CI24958
19029_12,CI24228
19029_13,CI23933
19030_11,CI24972
19030_12,CI24992
19030_13,CI24954
19037_11,CI25126
19037_12,CI24958
19037_13,CI25135
19040_11,CI27681
19040_12,CI27677
19040_13,CI27679
19045_11,CI25106
19045_12,CI25109
19045_13,CI25132
19047_11,CI26910
19047_12,CI26905
19047_13,CI26218
19048_11,CI27676
19048_12,CI27679
19048_13,CI27680
19050_11,CI24972
19050_12,CI24992
19050_13,CI24952
19051_11,CI27674
19051_12,CI27673
19051_13,CI27670
19053_11,CI27680
19053_12,CI27682
19053_13,CI27671
19056_11,CI25126
19056_12,CI23848
19056_13,CI24958
19057_11,CI27675
19057_12,CI27681
19057_13,CI27677
19058_11,CI24534
19058_12,CI24875
19058_13,CI24690
19061_11,CI27678
19061_12,CI27681
19061_13,CI27677
19065_11,CI25075
19065_12,CI25135
19065_13,CI25141
19066_11,CI26958
19066_12,CI26957
19066_13,CI26955
19067_11,CI26958
19067_12,CI26957
19067_13,CI26955
19069_11,CI26958
19069_12,CI26957
19069_13,CI26956
19077_11,CI24868
19077_12,CI25075
19077_13,CI26050
19079_11,CI24532
19079_12,CI24958
19079_13,CI24187
19080_11,CI26958
19080_12,CI26957
19080_13,CI26955
19084_11,CI26957
19084_12,CI26954
19084_13,CI26955
19088_11,CI27043
19088_12,CI27040
19088_13,CI27045
19094_11,CI26909
19094_12,CI26912
19094_13,CI26915
19095_11,CI26957
19095_12,CI26956
19095_13,CI26955
19097_11,CI23855
19097_12,CI23769
19097_13,CI24958
19102_11,CI25126
19102_12,CI24530
19102_13,CI23714
19104_11,CI26197
19104_12,CI26202
19104_13,CI26193
19107_11,CI24527
19107_12,CI24958
19107_13,CI24531
19113_11,CI26958
19113_12,CI26957
19113_13,CI26956
19122_11,CI27811
19122_12,CI27802
19122_13,CI27801
19124_11,CI26903
19124_12,CI26214
19124_13,CI26213
19125_11,CI28584
19125_12,CI28582
19125_13,CI28578
19126_11,CI24532
19126_12,CI25075
19126_13,CI24876
19127_11,CI28593
19127_12,CI23855
19127_13,CI24917
19137_11,CI26214
19137_12,CI26902
19137_13,CI26903
19139_11,CI23663
19139_12,CI25135
19139_13,CI24958
19140_11,CI26903
19140_12,CI26214
19140_13,CI26213
19147_11,CI25177
19147_12,CI25135
19147_13,CI25141
19148_11,CI26216
19148_12,CI26217
19148_13,CI26218
19149_11,CI24030
19149_12,CI23648
19149_13,CI25075
19151_11,CI26907
19151_12,CI26218
19151_13,CI26217
19155_11,CI23663
19155_12,CI23848
19155_13,CI24958
19159_11,CI28582
19159_12,CI28579
19159_13,CI28578
19160_11,CI28579
19160_12,CI28578
19160_13,CI28569
19162_11,CI28580
19162_12,CI28576
19162_13,CI28569
19164_11,CI24534
19164_12,CI24958
19164_13,CI23691
19165_11,CI24958
19165_12,CI23663
19165_13,CI24534
19167_11,CI28584
19167_12,CI28582
19167_13,CI28579
19170_11,CI28581
19170_12,CI28584
19170_13,CI28578
19173_11,CI28582
19173_12,CI28580
19173_13,CI28576
19176_11,CI23546
19176_12,CI24876
19176_13,CI25057
19177_11,CI24534
19177_12,CI24532
19177_13,CI24876
19178_11,CI26910
19178_12,CI26218
19178_13,CI26217
19179_11,CI26216
19179_12,CI26904
19179_13,CI26215
19180_11,CI25135
19180_12,CI25106
19180_13,CI25108
19185_11,CI25126
19185_12,CI23714
19185_13,CI24530
19187_11,CI28586
19187_12,CI28567
19187_13,CI28578
19188_11,CI26927
19188_12,CI26925
19188_13,CI26926
19193_11,CI26219
19193_12,CI26221
19193_13,CI26220
19200_11,CI26218
19200_12,CI26217
19200_13,CI26905
19204_11,CI26903
19204_12,CI26215
19204_13,CI26214
19209_11,CI24958
19209_12,CI23663
19209_13,CI23933
19210_11,CI28580
19210_12,CI28579
19210_13,CI28578
19212_11,CI23933
19212_12,CI25135
19212_13,CI23714
19213_11,CI26903
19213_12,CI26216
19213_13,CI26215
19216_11,CI28582
19216_12,CI28578
19216_13,CI28580
19217_11,CI26217
19217_12,CI26218
19217_13,CI26904
19219_11,CI26908
19219_12,CI26913
19219_13,CI26906
19221_11,CI26905
19221_12,CI26915
19221_13,CI26913
19225_11,CI25110
19225_12,CI25132
19225_13,CI25103
19232_11,CI24535
19232_12,CI24533
19232_13,CI24493
19233_11,CI28584
19233_12,CI28581
19233_13,CI28579
19236_11,CI28002
19236_12,CI23663
19236_13,CI25135
19237_11,CI26903
19237_12,CI26214
19237_13,CI26213
19242_11,CI24958
19242_12,CI23691
19242_13,CI23714
19243_11,CI26903
19243_12,CI26214
19243_13,CI26212
19248_11,CI24532
19248_12,CI25075
19248_13,CI23691
19249_11,CI25126
19249_12,CI23663
19249_13,CI23855
19251_11,CI25107
19251_12,CI25110
19251_13,CI25106
19255_11,CI25135
19255_12,CI25126
19255_13,CI25136
19256_11,CI26216
19256_12,CI26910
19256_13,CI26215
19258_11,CI26930
19258_12,CI26927
19258_13,CI26918
19262_11,CI26913
19262_12,CI26915
19262_13,CI26912
19263_11,CI26218
19263_12,CI26217
19263_13,CI26905
19264_11,CI26902
19264_12,CI26214
19264_13,CI26213
19265_11,CI24868
19265_12,CI24876
19265_13,CI24875
19271_11,CI23855
19271_12,CI25135
19271_13,CI23663
19275_11,CI24418
19275_12,CI24348
19275_13,CI24872
19276_11,CI26660
19276_12,CI26650
19276_13,CI25696
19282_11,CI25075
19282_12,CI24958
19282_13,CI24534
19286_11,CI26902
19286_12,CI26214
19286_13,CI26213
19288_11,CI23663
19288_12,CI23933
19288_13,CI24958
19291_11,CI25126
19291_12,CI25135
19291_13,CI23714
19293_11,CI26908
19293_12,CI26913
19293_13,CI26906
19294_11,CI25075
19294_12,CI24532
19294_13,CI24876
19296_11,CI27044
19296_12,CI27043
19296_13,CI27042
19300_11,CI24958
19300_12,CI24534
19300_13,CI24530
19301_11,CI26925
19301_12,CI26921
19301_13,CI26918
19305_11,CI24958
19305_12,CI24532
19305_13,CI24527
19310_11,CI26903
19310_12,CI26214
19310_13,CI26213
19311_11,CI26219
19311_12,CI26909
19311_13,CI26908
19312_11,CI26902
19312_12,CI26217
19312_13,CI26218
19319_11,CI26902
19319_12,CI26903
19319_13,CI26214
19320_11,CI25135
19320_12,CI24876
19320_13,CI23714
19321_11,CI24958
19321_12,CI25135
19321_13,CI23648
19322_11,CI26903
19322_12,CI26214
19322_13,CI26213
19323_11,CI25075
19323_12,CI24187
19323_13,CI24876
19327_11,CI25124
19327_12,CI25140
19327_13,CI24958
19328_11,CI26902
19328_12,CI26214
19328_13,CI26213
